Soil Depth,PH,Salnity,OC,N,P,K,Crop,Rainfall,Humidity,Min_Temp,Max_temp,Wind_Speed,Season,Yield
Low,7.7,0.74,0.99,529.36,28.84,710.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,0.54,0.86,353.74,32.82,769.04,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,8,1.16,0.97,429,36.8,778.18,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.8,0.98,0.94,403.92,34.81,825.48,Jowar,520,66.3,10.1,34.2,14,Rabbi,39
Low,8,0.4,0.8,353.74,26.85,941.06,Jowar,520,66.3,10.1,34.2,14,Rabbi,34
Low,7.7,1.2,0.89,328.65,29.84,670.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.5,0.76,0.83,303.56,37.79,776.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,8.1,0.56,0.75,303.56,25.86,872.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,28
Low,7.8,0.55,0.97,429,30.83,817.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,8,0.67,1.07,554.44,30.83,670.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.7,0.47,1.02,479.18,39.78,685.44,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,0.38,0.94,429,35.8,711.24,Jowar,520,66.3,10.1,34.2,14,Rabbi,39
Low,7.8,0.85,0.75,303.56,46.74,873.34,Jowar,520,66.3,10.1,34.2,14,Rabbi,26
Low,8,0.5,0.89,353.74,38.79,825.22,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.9,0.95,0.75,356.25,28.84,851.82,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.8,0.69,0.91,406.43,34.81,660.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,8,1.14,0.75,356.25,36.8,854.24,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.6,0.57,1.05,481.69,42.77,670.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,1.04,0.99,406.43,38.79,875.22,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.9,1,0.83,356.25,37.79,892.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.7,0.59,0.8,331.16,32.82,803.18,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.6,0.81,0.97,431.51,36.8,982.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,8,0.26,0.86,306.07,39.78,770.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.8,0.86,0.78,406.43,31.83,982.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.9,0.7,0.89,381.34,28.84,770.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.5,0.66,0.94,406.43,32.82,765,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,8,1.11,0.78,356.25,35.8,791.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,8,0.75,0.91,406.43,38.79,782.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.7,0.87,0.75,280.99,31.83,756.68,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.9,0.47,0.8,356.25,39.78,818.5,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,1.14,0.94,406.43,29.84,623.08,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.8,0.64,0.97,431.51,33.82,801.02,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,8,1.35,0.75,356.25,34.81,621.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.6,0.36,1.02,481.69,40.78,864.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,8,1.36,0.78,331.16,44.76,720.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.9,1.2,0.83,356.25,30.83,838.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.5,0.58,0.75,280.99,28.84,770.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,8,0.82,0.99,431.51,40.78,691.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.7,0.66,0.8,356.25,34.81,931.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,8,1.1,1.04,353.74,37.79,892.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,39
Low,7.8,0.38,1.02,454.09,31.83,848.06,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.5,0.68,0.86,403.92,41.77,713.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,34
Low,7.9,0.72,0.72,303.56,41.77,770.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.6,0.59,1.05,479.18,32.82,791.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,8,0.86,0.7,403.92,35.8,763.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.7,0.83,0.89,353.74,42.77,629,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.9,0.58,0.83,479.18,40.78,756.68,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,1.11,1.05,403.92,32.82,704.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.5,0.73,0.91,378.83,36.8,623.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.8,0.78,0.86,429,43.76,728.44,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.6,0.38,1.07,529.36,34.81,678.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.9,1.24,0.7,353.74,0,838.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.9,0.63,0.94,403.92,33.82,621.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,0.43,1.13,504.27,30.83,790.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.7,0.98,0.75,378.83,25.86,721.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,8,0.4,0.89,403.92,28.84,809.36,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.6,1.11,0.91,403.92,39.78,719.58,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.9,0.81,1.1,504.27,24.86,721.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,0.6,0.67,303.56,27.85,717.7,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.7,1.01,0.86,353.74,32.82,691.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.6,0.64,0.83,353.74,38.79,1033.8,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,8,0.82,0.7,278.48,38.79,764.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,17
Low,7.5,0.85,1.07,479.18,26.85,710.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.9,1.1,0.89,378.83,37.79,685.44,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.7,0.51,1,484.2,29.84,838.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,44
Low,7.8,1.12,0.72,434.02,36.8,712.32,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,8,0.74,0.8,358.76,27.85,739.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,1,0.97,434.02,29.84,755.6,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.9,0.92,1.07,484.2,37.79,715,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,1.2,1.05,459.11,35.8,791.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.7,0.53,0.75,358.76,28.84,737.04,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.6,1.41,0.78,383.85,31.83,666.08,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.8,0.7,0.86,408.93,36.8,621.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.9,1.16,0.91,408.93,39.78,801.02,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.7,0.94,0.78,333.67,29.84,678.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.5,0.8,0.75,358.76,40.78,811.5,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.8,1.16,0.94,434.02,26.85,710.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.9,0.6,0.72,308.58,34.81,764.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,30
Low,7.6,0.66,0.8,358.76,30.83,818.5,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.7,1.64,0.83,383.85,25.86,811.24,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.5,0.73,0.97,434.02,35.8,678.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.8,1.4,1.05,408.93,32.82,623.08,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.9,0.58,0.99,484.2,31.83,758.02,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.6,0.24,0.99,459.11,33.82,725.22,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.6,0.44,1.02,459.11,24.86,705.86,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.5,0.91,1.02,459.11,34.81,862.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.7,0.93,0.78,358.76,32.82,623.08,Jowar,520,66.3,10.1,34.2,14,Rabbi,17
Low,7.7,0.53,0.67,283.49,35.8,765.82,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,8,0.71,0.86,383.85,31.83,783.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,26
Low,7.6,0.94,0.91,406.43,30.83,677.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,17
Low,7.9,1.32,0.75,331.16,34.81,784.9,Jowar,520,66.3,10.1,34.2,14,Rabbi,19
Low,7.5,0.6,0.7,406.43,34.81,654,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,8,1,1.02,481.69,29.84,868.76,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.7,1.54,0.94,431.51,31.83,809.36,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.9,0.98,0.83,381.34,28.84,676.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.6,1.62,0.99,481.69,36.8,865.54,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.7,0.44,0.97,431.51,30.83,649.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.5,0.82,0.72,381.34,35.8,674.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.6,0.44,1.05,431.51,27.85,811.24,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.8,0.71,0.91,406.43,34.81,686.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,0.39,1.05,481.69,26.85,720.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.9,1,0.72,306.07,37.79,623.08,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.5,0.51,1.02,456.6,30.83,652.64,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.7,1.2,0.94,431.51,35.8,641.08,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,8,0.72,0.7,406.43,33.82,755.6,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.6,0.84,0.75,481.69,36.8,787.32,Jowar,520,66.3,10.1,34.2,14,Rabbi,22
Low,8,1.04,0.94,381.34,39.78,802.36,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.5,0.77,0.86,356.25,30.83,663.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.8,0.62,0.97,431.51,38.79,757.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.9,0.98,0.67,356.25,34.81,792.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,16
Low,7.6,1.12,0.78,356.25,34.81,675.22,Jowar,520,66.3,10.1,34.2,14,Rabbi,19
Low,7.9,0.52,0.91,406.43,37.79,676.56,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.8,0.7,0.89,356.25,39.78,756.14,Jowar,520,66.3,10.1,34.2,14,Rabbi,25
Low,7.5,1.12,0.99,431.51,33.82,624.42,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,8,0.36,0.4,179.38,15.91,356.43,Jowar,724.9,78,10.41,32.4,18,Rabbi,16
Low,7.8,0.21,0.51,191.92,19.89,378.74,Jowar,724.9,78,10.41,32.4,18,Rabbi,21
Low,7.8,0.31,0.4,229.56,16.91,326.46,Jowar,724.9,78,10.41,32.4,18,Rabbi,15
Low,7.6,0.2,0.47,204.47,19.89,321.48,Jowar,724.9,78,10.41,32.4,18,Rabbi,20
Low,7.9,0.38,0.43,204.47,15.91,382.5,Jowar,724.9,78,10.41,32.4,18,Rabbi,17
Low,8,0.6,0.42,204.47,19.39,355.76,Jowar,724.9,78,10.41,32.4,18,Rabbi,21
Low,7.6,0.33,0.35,141.75,14.42,419.33,Jowar,724.9,78,10.41,32.4,18,Rabbi,13
Low,7.9,0.2,0.54,267.19,15.42,377.8,Jowar,724.9,78,10.41,32.4,18,Rabbi,27
Low,7.5,0.33,0.52,242.1,13.92,355.49,Jowar,724.9,78,10.41,32.4,18,Rabbi,32
Low,7.8,0.27,0.46,204.47,13.43,391.24,Jowar,724.9,78,10.41,32.4,18,Rabbi,25
Low,8,0.43,0.54,242.1,16.41,329.95,Jowar,724.9,78,10.41,32.4,18,Rabbi,28
Low,7.9,0.42,0.44,204.47,14.92,315.3,Jowar,724.9,78,10.41,32.4,18,Rabbi,19
Low,7.6,0.2,0.34,154.29,13.92,329.01,Jowar,724.9,78,10.41,32.4,18,Rabbi,14
Low,7.9,0.55,0.52,217.01,16.41,360.33,Jowar,724.9,78,10.41,32.4,18,Rabbi,23
Low,7.8,0.44,0.43,204.47,12.43,338.82,Jowar,724.9,78,10.41,32.4,18,Rabbi,21
Low,8,0.27,0.44,191.92,15.91,395.27,Jowar,724.9,78,10.41,32.4,18,Rabbi,19
Low,7.9,0.77,0.51,229.56,17.4,391.24,Jowar,724.9,78,10.41,32.4,18,Rabbi,26
Low,7.5,0.2,0.46,204.47,14.42,374.71,Jowar,724.9,78,10.41,32.4,18,Rabbi,23
Low,8,0.66,0.5,217.01,17.9,355.49,Jowar,724.9,78,10.41,32.4,18,Rabbi,27
Low,7.6,0.35,0.36,166.84,12.93,324.04,Jowar,724.9,78,10.41,32.4,18,Rabbi,15
Low,7.8,0.28,0.42,179.38,17.9,378.07,Jowar,724.9,78,10.41,32.4,18,Rabbi,15
Low,7.9,0.41,0.48,204.47,14.92,360.6,Jowar,724.9,78,10.41,32.4,18,Rabbi,19
Low,7.5,0.61,0.51,229.56,16.91,324.98,Jowar,724.9,78,10.41,32.4,18,Rabbi,25
Low,8,0.33,0.47,204.47,17.4,377.8,Jowar,724.9,78,10.41,32.4,18,Rabbi,17
Low,7.6,0.12,0.38,166.84,13.43,410.73,Jowar,724.9,78,10.41,32.4,18,Rabbi,21
Medium,7.5,0.67,0.97,431.51,32.82,785.98,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.9,0.44,0.72,356.25,39.78,655.6,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.7,1.62,0.75,381.34,30.83,832.2,Jowar,560.7,58,11.8,33.3,18,Rabbi,30
Medium,8,1.4,0.97,431.51,38.79,698.34,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.7,0.84,0.94,406.43,36.8,856.66,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.5,0.44,0.72,356.25,30.83,637.86,Jowar,560.7,58,11.8,33.3,18,Rabbi,23
Medium,7.9,0.26,0.83,381.34,34.81,657.22,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.5,1.14,0.91,406.43,31.83,731.94,Jowar,560.7,58,11.8,33.3,18,Rabbi,36
Medium,8,0.51,0.75,280.99,39.78,866.88,Jowar,560.7,58,11.8,33.3,18,Rabbi,28
Medium,7.7,0.58,0.86,406.43,30.83,666.08,Jowar,560.7,58,11.8,33.3,18,Rabbi,33
Medium,7.9,1.2,0.94,406.43,37.79,840,Jowar,560.7,58,11.8,33.3,18,Rabbi,33
Medium,7.5,0.96,0.78,306.07,33.82,760.98,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Medium,7.7,1.01,0.72,280.99,32.82,743.24,Jowar,560.7,58,11.8,33.3,18,Rabbi,31
Medium,7.9,0.64,0.59,255.9,28.84,673.88,Jowar,560.7,58,11.8,33.3,18,Rabbi,26
Medium,8,0.83,0.8,356.25,31.83,926.02,Jowar,560.7,58,11.8,33.3,18,Rabbi,28
Medium,7.5,0.64,0.7,356.25,30.83,571.2,Jowar,560.7,58,11.8,33.3,18,Rabbi,22
Medium,7.6,1.05,0.78,356.25,35.8,870.38,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Medium,7.6,0.7,0.62,306.07,27.85,709.36,Jowar,560.7,58,11.8,33.3,18,Rabbi,19
Medium,7.9,0.56,0.75,280.99,36.8,754.26,Jowar,560.7,58,11.8,33.3,18,Rabbi,26
Medium,8,0.85,0.8,356.25,34.81,657.22,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.7,0.41,0.67,255.9,32.82,843.5,Jowar,560.7,58,11.8,33.3,18,Rabbi,30
Medium,7.5,0.84,0.75,356.25,26.85,902.9,Jowar,560.7,58,11.8,33.3,18,Rabbi,36
Medium,7.8,0.7,0.59,280.99,36.8,661.78,Jowar,560.7,58,11.8,33.3,18,Rabbi,31
Medium,7.5,0.86,0.72,306.07,29.84,602.38,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.9,0.56,0.64,280.99,33.82,683.56,Jowar,560.7,58,11.8,33.3,18,Rabbi,28
Medium,7.6,0.73,0.97,429,34.81,902.1,Jowar,560.7,58,11.8,33.3,18,Rabbi,40
Medium,7.9,1.2,1.1,504.27,31.83,877.64,Jowar,560.7,58,11.8,33.3,18,Rabbi,41
Medium,7.6,1.62,0.8,353.74,37.79,639.2,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.7,0.66,0.83,353.74,26.85,936.76,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,8,0.98,1.02,454.09,328.2,777.36,Jowar,560.7,58,11.8,33.3,18,Rabbi,45
Medium,7.9,1.22,0.83,378.83,42.77,885.42,Jowar,560.7,58,11.8,33.3,18,Rabbi,40
Medium,7.7,0.36,0.94,403.92,33.82,650.5,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.6,1.2,0.86,378.83,27.85,591.9,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.7,0.55,0.91,403.92,34.81,926.82,Jowar,560.7,58,11.8,33.3,18,Rabbi,37
Medium,7.8,0.66,1.05,454.09,36.8,902.1,Jowar,560.7,58,11.8,33.3,18,Rabbi,44
Medium,7.6,0.96,0.89,378.83,25.86,692.7,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.6,1.54,1.05,454.09,28.84,838.92,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.6,0.78,0.86,378.83,35.8,588.14,Jowar,560.7,58,11.8,33.3,18,Rabbi,28
Medium,7.9,0.78,0.91,403.92,43.76,720.38,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.8,0.66,1.07,479.18,35.8,883,Jowar,560.7,58,11.8,33.3,18,Rabbi,41
Medium,7.4,1.32,0.8,353.74,29.84,555.08,Jowar,560.7,58,11.8,33.3,18,Rabbi,39
Medium,7.6,0.62,0.94,479.18,36.8,959.62,Jowar,560.7,58,11.8,33.3,18,Rabbi,40
Medium,8,0.62,0.94,353.74,24.86,731.94,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,8,1.02,0.94,403.92,308.31,842.68,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.6,0.8,0.59,278.48,31.83,617.7,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.9,1.24,0.86,378.83,33.82,651.3,Jowar,560.7,58,11.8,33.3,18,Rabbi,40
Medium,7.5,0.43,0.72,303.56,30.83,568.24,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,8,0.62,1.02,454.09,38.79,651.58,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.7,0.91,0.78,353.74,30.83,722.8,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.7,1.1,0.83,378.83,25.86,677.38,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.9,0.49,1.05,454.09,31.83,732.48,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,7.5,0.64,0.99,429,37.79,567.98,Jowar,560.7,58,11.8,33.3,18,Rabbi,40
Medium,7.8,0.64,1.02,454.09,29.84,630.34,Jowar,560.7,58,11.8,33.3,18,Rabbi,42
Medium,7.6,0.84,0.7,278.48,38.79,706.94,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,8,0.55,0.75,303.56,24.86,597.28,Jowar,560.7,58,11.8,33.3,18,Rabbi,31
Medium,7.8,0.84,0.89,403.92,32.82,738.66,Jowar,560.7,58,11.8,33.3,18,Rabbi,34
Medium,7.9,0.86,0.97,403.92,36.8,678.18,Jowar,560.7,58,11.8,33.3,18,Rabbi,34
Medium,7.5,0.4,0.8,353.74,32.82,567.7,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.7,0.44,0.99,454.09,34.81,660.98,Jowar,560.7,58,11.8,33.3,18,Rabbi,37
Medium,7.9,0.73,0.97,429,37.79,710.16,Jowar,560.7,58,11.8,33.3,18,Rabbi,40
Medium,8,0.44,0.91,403.92,26.85,815.28,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.6,0.66,0.62,278.48,42.77,636.78,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Medium,7.8,0.96,0.72,303.56,28.84,764.74,Jowar,560.7,58,11.8,33.3,18,Rabbi,23
Medium,7.6,1.04,0.94,429,35.8,581.96,Jowar,560.7,58,11.8,33.3,18,Rabbi,28
Medium,7.5,0.44,0.75,328.65,39.78,719.84,Jowar,560.7,58,11.8,33.3,18,Rabbi,21
Medium,7.9,0.88,0.91,403.92,27.85,798.06,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.7,0.76,1.13,479.18,41.77,595.4,Jowar,560.7,58,11.8,33.3,18,Rabbi,43
Medium,7.7,0.68,0.67,328.65,33.82,662.06,Jowar,560.7,58,11.8,33.3,18,Rabbi,21
Medium,8,0.64,0.8,353.74,27.85,744.3,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Medium,7.5,1.1,1.07,479.18,36.8,684.1,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.7,0.58,0.89,378.83,28.84,714.74,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.8,0.36,0.94,479.18,35.8,576.04,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.9,0.71,0.83,353.74,34.81,758.56,Jowar,560.7,58,11.8,33.3,18,Rabbi,31
Medium,7.5,0.86,0.78,353.74,26.85,622.54,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,7.9,0.47,0.86,403.92,29.84,735.16,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,8,0.87,1.05,479.18,25.86,685.18,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,8,0.73,0.64,353.74,39.78,604.8,Jowar,560.7,58,11.8,33.3,18,Rabbi,17
Medium,7.5,0.44,1.1,479.18,40.78,662.6,Jowar,560.7,58,11.8,33.3,18,Rabbi,41
Medium,7.8,1.23,0.8,353.74,31.83,692.16,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,8,0.86,0.86,378.83,33.82,943.76,Jowar,560.7,58,11.8,33.3,18,Rabbi,36
Medium,7.6,0.56,0.72,303.56,35.8,751.56,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Medium,7.5,1.04,0.91,403.92,30.83,641.36,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.9,0.44,0.78,328.65,39.78,922.8,Jowar,560.7,58,11.8,33.3,18,Rabbi,34
Medium,8,0.56,0.83,353.74,31.83,787.86,Jowar,560.7,58,11.8,33.3,18,Rabbi,34
Medium,7.7,0.56,0.7,278.48,35.8,674.68,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.8,1.1,0.94,403.92,30.83,707.48,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.6,0.4,0.99,429,32.82,658.02,Jowar,560.7,58,11.8,33.3,18,Rabbi,40
Medium,7.9,0.86,0.75,328.65,38.79,600.76,Jowar,560.7,58,11.8,33.3,18,Rabbi,31
Medium,7.5,0.86,0.83,378.83,39.78,896.72,Jowar,560.7,58,11.8,33.3,18,Rabbi,30
Medium,7.5,1.11,0.91,403.92,30.83,678.98,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.8,1.02,0.7,303.56,36.8,728.18,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,7.5,0.44,0.94,403.92,34.81,631.14,Jowar,560.7,58,11.8,33.3,18,Rabbi,34
Medium,7.7,0.9,0.86,378.83,32.82,712.06,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.9,1.04,0.99,454.09,38.79,759.36,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.8,1.13,0.72,378.83,31.83,680.88,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,7.9,0.76,0.89,403.92,31.83,823.88,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,8,0.54,0.78,353.74,36.8,661.24,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.7,0.87,0.94,429,34.81,713.94,Jowar,560.7,58,11.8,33.3,18,Rabbi,40
Medium,7.6,0.97,0.72,353.74,30.83,727.92,Jowar,560.7,58,11.8,33.3,18,Rabbi,33
Medium,7.8,1.15,0.89,378.83,37.79,627.12,Jowar,560.7,58,11.8,33.3,18,Rabbi,36
Low,8,0.65,0.78,351.23,25.86,630.34,Maize,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.5,0.6,0.62,225.79,32.82,861.78,Maize,520,66.3,10.1,34.2,14,Rabbi,35
Low,8,0.98,0.72,351.23,31.83,824.94,Maize,520,66.3,10.1,34.2,14,Rabbi,30
Low,7.7,0.69,0.8,351.23,35.8,952.9,Maize,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.5,1.1,0.67,275.97,34.81,740.82,Maize,520,66.3,10.1,34.2,14,Rabbi,28
Low,7.9,0.44,0.72,351.23,25.86,630.34,Maize,520,66.3,10.1,34.2,14,Rabbi,25
Low,7.5,1.2,0.59,225.79,28.84,592.7,Maize,520,66.3,10.1,34.2,14,Rabbi,25
Low,7.8,0.76,0.75,301.06,32.82,854.24,Maize,520,66.3,10.1,34.2,14,Rabbi,20
Low,7.7,1.11,0.62,275.97,30.83,635.72,Maize,520,66.3,10.1,34.2,14,Rabbi,20
Low,7.9,0.44,0.75,301.06,35.8,665.82,Maize,520,66.3,10.1,34.2,14,Rabbi,27
